2037;7;426
2028;5;455
2043;7;451
2039;4;405
2034;1;441
2038;3;441
2039;16;428
2033;11;447
2038;8;436
2036;10;430
2034;5;429
2034;4;431
2037;9;427
2034;10;419
2033;11;423
2035;13;425
2036;7;427
2032;8;419
2040;8;412
2038;9;415
2037;12;426
2042;6;424
2033;12;424
2022;6;443
2047;17;427
2061;13;399
2047;6;367
1994;-1;448
2062;3;398
2030;20;420
2044;13;365
2027;13;413
2044;11;441
2063;9;414
2046;5;425
2041;0;428
2037;6;409
2028;11;400
2021;12;411
2025;11;414
2033;21;415
2040;13;415
2067;0;382
2029;14;443
2063;4;381
2036;4;392
2022;6;436
2044;13;401
2031;7;416
2042;4;424
2046;10;414
2040;6;410
2043;9;411
2042;5;402
2039;12;404
2040;5;392
2029;6;403
2039;5;403
2044;4;406
2048;5;402
2050;11;388
2044;11;397
2050;16;395
2042;8;398
2033;6;404
2031;5;427
2054;19;390
2070;12;340
2015;-3;410
2039;-16;410
2043;1;413
2039;12;383
2043;10;364
2032;7;414
2048;11;404
2047;11;400
2052;7;404
2051;4;391
2042;2;377
2031;7;374
2033;9;376
2032;11;388
2037;12;383
2046;12;378
2052;1;387
2048;12;406
2068;0;347
2031;3;407
2045;1;405
2048;11;372
2036;12;394
2048;8;400
2054;4;388
2042;6;391
2051;9;389
2048;9;379
2042;10;377
2044;7;375
2048;8;371
2048;7;371
2043;11;376
2048;3;377
2049;8;371
2043;9;369
2045;3;377
2050;6;380
2054;10;381
2037;4;384
2037;8;414
2058;16;359
2067;12;326
2006;-4;398
2056;-19;373
2037;2;407
2050;12;357
2051;14;360
2044;11;386
2053;12;376
2058;5;375
2051;1;389
2052;3;369
2037;7;371
2033;8;370
2044;3;366
2047;11;369
2049;15;372
2051;10;368
2042;9;402
2057;6;394
2060;-9;348
2027;-2;403
2054;10;380
2041;7;375
2040;4;400
2050;5;398
2053;4;391
2047;-1;388
2048;5;390
2045;6;387
2041;5;388
2039;9;386
2035;6;389
2042;4;395
2042;11;397
2045;10;405
2046;5;399
2055;9;389
2038;7;398
2046;9;411
2042;10;417
2029;10;421
2019;-4;430
2061;11;412
2080;2;353
2020;3;400
2021;-13;443
2052;-5;409
2033;10;428
2049;17;388
2022;4;441
2030;6;452
2042;5;440
2041;1;460
2051;-2;442
2036;-1;437
2017;2;430
2011;8;435
2023;8;441
2017;14;455
2035;9;445
2042;8;449
2022;5;475
2052;-1;416
2015;-8;475
2031;0;460
2037;8;446
2016;6;478
2036;3;474
2042;-2;467
2019;-3;468
2032;-1;455
2029;0;460
2023;8;462
2022;7;457
2025;10;462
2020;6;462
2028;3;466
2031;0;466
2037;4;454
2033;-3;458
2031;-2;480
2027;-6;499
2033;0;492
2031;2;487
2032;-7;468
2012;-31;457
2031;-31;411
1984;-45;542
2035;-53;469
2042;-36;470
2056;-14;387
2025;-3;410
2010;-1;447
2036;3;417
2030;5;414
2017;2;422
2019;-2;421
2017;-3;426
2017;2;437
2028;-3;432
2032;1;432
2026;1;438
2032;-9;416
1997;11;500
2040;3;445
2022;6;462
2009;-1;491
2034;3;456
2032;14;443
2042;24;451
2042;22;444
2026;20;447
2029;17;444
2039;11;440
2047;9;413
2048;12;407
2043;10;406
2045;-2;397
2043;-21;403
2043;-34;403
2037;-57;403
2036;-67;419
2036;-68;438
2038;-64;440
2027;-53;450
2021;-31;470
2059;-4;420
2076;1;365
2043;-7;392
2027;-27;429
2057;-30;415
2055;-10;392
2052;-17;362
2034;-28;426
2045;-34;422
2048;-32;406
2039;-35;425
2050;-33;413
2049;-24;401
2029;-16;397
2027;-14;406
2031;-13;396
2043;-12;401
2041;-10;393
2042;-14;404
2039;-15;428
2067;-28;364
2028;-31;413
2044;-23;408
2049;-19;383
2032;-20;405
2045;-18;401
2046;-23;393
2044;-25;392
2038;-22;392
2048;-16;390
2052;-13;387
2046;-13;383
2045;-16;390
2042;-9;387
2040;-14;384
2047;-18;381
2047;-13;374
2052;-10;373
2046;-11;370
2043;-10;385
2030;-18;399
2046;-5;403
2072;-18;350
2072;-17;329
2001;-32;417
2060;-31;371
2039;-14;414
2057;-12;346
2041;-16;368
2043;-20;393
2050;-14;371
2047;-14;384
2047;-16;389
2052;-22;376
2036;-21;376
2038;-17;371
2041;-8;371
2046;-15;368
2044;-7;362
2050;-13;348
2029;1;401
2057;-20;368
2057;-27;353
2031;-22;413
2063;-10;361
2050;-7;372
2045;-11;383
2054;-17;375
2051;-19;373
2046;-14;368
2044;-14;372
2044;-17;358
2039;-13;368
2048;-14;366
2048;-16;366
2048;-16;361
2048;-15;367
2048;-15;365
2051;-14;360
2047;-18;352
2047;-14;364
2049;-8;372
2050;-12;373
2033;-19;388
2058;-6;378
2085;-10;307
2058;-11;333
2021;-32;406
2059;-29;351
2035;-6;392
2055;-15;324
2040;-13;376
2050;-10;380
2054;-9;372
2057;-7;386
2064;-16;374
2049;-17;371
2037;-17;372
2047;-16;375
2050;-19;384
2050;-10;372
2044;-9;368
2055;-11;369
2043;-3;405
2074;-19;340
2047;-21;387
2042;-13;396
2047;-5;373
2023;-1;416
2029;-13;415
2030;-13;410
2024;-18;414
2029;-18;426
2033;-22;433
2031;-24;425
2026;-23;435
2026;-15;436
2028;-16;434
2038;-17;428
2038;-18;441
2040;-19;437
2047;-18;425
2045;-17;416
2039;-15;412
2049;-17;408
2046;-14;416
2035;-18;419
2024;-14;437
2045;-8;425
2077;-13;358
2013;-18;436
2030;-38;445
2039;-20;439
2042;-12;436
2050;-12;413
2020;-34;476
2047;-32;460
2046;-27;445
2043;-20;462
2045;-23;438
2025;-16;424
2008;-18;433
2006;-16;440
2021;-17;435
2020;-19;444
2043;-17;422
2016;-20;479
2043;-21;450
2032;-26;437
2010;-35;491
2044;-28;472
2040;-23;462
2023;-26;484
2039;-27;480
2025;-23;474
2011;-9;475
2021;-14;467
2020;-12;458
2016;-13;462
2022;-16;459
2020;-15;465
2023;-19;458
2026;-15;452
2024;-16;456
2026;-14;462
2030;-13;460
2029;-15;470
2018;-25;492
2027;-15;481
2034;-10;458
2049;-18;404
1992;-34;495
2019;-24;454
2018;-19;485
2045;-19;433
2018;-18;458
2026;-21;484
2052;-25;465
2034;-18;458
2037;-24;473
2023;-33;457
2016;-22;451
2014;-22;459
2027;-20;447
2026;-14;450
2030;-18;453
2050;-30;416
2009;-13;490
2055;-23;429
2036;-19;436
2015;-32;465
2025;-19;450
2024;-14;454
2032;-21;468
2050;-25;453
2034;-28;450
2041;-30;448
2038;-30;447
2033;-27;439
2026;-21;439
2023;-19;436
2033;-18;430
2038;-21;429
2036;-22;426
2031;-20;425
2033;-23;435
2039;-18;444
2018;-27;462
2035;-11;460
2058;-19;419
2056;-16;384
1988;-35;478
2055;-30;416
2022;-15;448
2049;-28;390
2028;-30;442
2037;-33;455
2052;-31;423
2038;-17;446
2040;-29;445
2031;-35;431
2022;-30;429
2022;-24;428
2030;-24;427
2038;-21;420
2040;-21;426
2054;-36;388
2013;-18;455
2056;-28;397
2046;-29;398
2017;-31;454
2047;-22;418
2029;-14;431
2040;-23;438
2049;-30;428
2040;-28;424
2036;-35;432
2043;-23;424
2040;-19;415
2037;-15;419
2031;-17;415
2032;-23;404
2035;-24;404
2044;-24;403
2040;-28;408
2040;-20;408
2035;-28;409
2028;-25;437
2059;-12;396
2085;-15;348
2002;-32;408
2040;-43;408
2052;-28;415
2044;-14;383
2042;-21;371
2034;-28;419
2057;-22;399
2050;-17;404
2051;-17;416
2058;-25;397
2042;-27;397
2028;-28;388
2030;-28;388
2029;-24;384
2036;-24;389
2040;-28;385
2052;-29;380
2018;-20;424
2068;-37;355
2030;-37;415
2045;-31;409
2055;-25;372
2041;-21;408
2051;-25;395
2046;-20;396
2041;-19;392
2042;-19;390
2043;-17;385
2039;-21;385
2045;-20;379
2045;-20;380
2045;-19;377
2052;-22;370
2049;-24;368
2048;-20;378
2049;-21;388
2040;-26;382
2025;-23;410
2054;-14;392
2095;-13;313
2042;-30;356
2017;-47;400
2062;-35;371
2049;-13;386
2051;-18;325
2032;-13;395
2045;-18;381
2054;-15;385
2059;-18;403
2070;-28;375
2051;-24;380
2036;-28;377
2039;-19;374
2044;-18;380
2044;-15;382
2045;-14;383
2059;-24;377
2030;-13;422
2066;-37;352
2035;-33;403
2047;-29;406
2059;-19;366
2030;-19;413
2046;-21;408
2050;-27;405
2042;-27;402
2042;-27;409
2038;-20;404
2037;-21;402
2031;-19;392
2035;-15;392
2038;-16;405
2042;-16;410
2048;-20;395
2041;-21;397
2046;-18;403
2045;-24;403
2044;-25;401
2028;-26;406
2037;-22;417
2060;-20;387
2071;-12;353
1993;-27;473
2046;-43;372
2045;-23;424
2042;-18;363
2037;-22;395
2037;-23;415
2048;-23;411
2051;-25;433
2061;-20;419
2052;-23;415
2028;-19;409
2022;-15;405
2024;-15;404
2028;-17;411
2034;-19;414
2051;-25;387
2020;-21;444
2048;-26;402
2032;-40;408
2024;-34;451
2044;-23;409
2034;-24;435
2039;-23;449
2045;-27;436
2039;-27;431
2038;-30;427
2035;-24;422
2030;-23;420
2026;-21;411
2031;-22;426
2030;-24;429
2036;-27;419
2038;-26;415
2035;-22;412
2037;-22;414
2038;-23;412
2035;-24;423
2021;-24;442
2042;-20;428
2066;-19;377
2044;-23;375
1988;-39;468
2062;-32;401
2040;-13;427
2030;-16;387
2028;-28;439
2054;-32;438
2062;-27;411
2041;-22;442
2039;-28;434
2030;-33;420
2025;-21;416
2027;-25;412
2026;-22;418
2030;-20;421
2032;-19;418
2048;-30;407
2021;-20;459
2066;-27;381
2029;-29;419
2031;-32;443
2048;-19;407
2028;-25;439
2050;-24;429
2042;-31;419
2036;-30;421
2041;-29;419
2040;-29;416
2037;-23;412
2031;-19;408
2031;-22;411
2034;-25;414
2042;-25;409
2044;-29;397
2044;-25;409
2050;-26;414
2040;-19;414
2036;-20;423
2023;-26;437
2055;-11;413
2075;-20;365
2026;-33;390
2000;-38;440
2059;-34;403
2047;-20;394
2035;-23;363
2027;-29;434
2054;-29;426
2060;-25;407
2042;-28;429
2049;-34;409
2036;-27;411
2029;-22;404
2028;-20;395
2035;-18;404
2035;-19;407
2038;-27;405
2061;-30;382
2025;-22;441
2077;-34;361
2023;-31;424
2037;-27;431
2047;-18;385
2033;-19;418
2047;-30;418
2046;-27;413
2033;-26;407
2041;-29;407
2047;-26;400
2039;-22;400
2035;-24;399
2041;-23;396
2036;-22;399
2040;-27;408
2045;-29;396
2046;-26;394
2047;-28;395
2042;-27;404
2038;-16;402
2032;-27;418
2032;-19;427
2061;-12;388
2081;-16;345
1980;-41;444
2052;-43;373
2040;-21;420
2045;-21;350
2029;-17;385
2039;-24;417
2061;-27;402
2056;-22;411
2059;-33;404
2053;-35;388
2027;-26;392
2026;-21;390
2035;-23;393
2036;-21;388
2032;-19;396
2047;-26;390
2046;-28;401
2050;-21;412
2070;-29;348
2017;-30;435
2047;-26;398
2037;-17;384
2033;-23;410
2049;-29;401
2050;-25;388
2043;-24;399
2046;-25;392
2044;-21;394
2039;-26;385
2039;-24;380
2045;-18;382
2036;-25;388
2045;-29;386
2047;-23;385
2047;-24;393
2043;-22;390
2047;-29;385
2047;-27;376
2042;-22;381
2047;-22;390
2037;-23;390
2036;-26;396
2030;-27;410
2065;-13;374
2090;-18;322
1989;-34;425
2052;-56;374
2042;-25;405
2050;-16;359
2039;-19;355
2031;-24;410
2061;-25;386
2060;-26;397
2059;-27;402
2059;-37;379
2033;-24;383
2022;-21;386
2027;-17;377
2033;-14;379
2037;-15;378
2042;-21;377
2061;-25;381
2032;-22;410
2076;-36;343
2030;-27;410
2053;-22;383
2043;-18;369
2035;-26;396
2049;-29;391
2047;-28;385
2040;-24;382
2046;-27;378
2048;-25;380
2040;-20;374
2046;-19;376
2043;-19;377
2043;-19;373
2045;-29;373
2049;-24;369
2047;-14;371
2042;-18;377
2047;-22;382
2043;-18;379
2052;-26;362
2043;-30;375
2050;-41;369
2045;-38;369
2043;-33;376
2033;-28;388
2054;-10;377
2079;-16;307
2039;-30;354
2016;-47;407
2056;-29;346
2049;-12;382
2056;-17;321
2041;-15;379
2042;-19;382
2051;-18;370
2060;-22;386
2063;-27;374
2047;-23;363
2035;-16;355
2032;-18;356
2034;-15;353
2042;-14;363
2044;-16;360
2060;-31;349
2038;-24;397
2071;-39;347
2055;-38;345
2035;-31;390
2056;-24;339
2036;-22;363
2043;-28;369
2052;-31;364
2056;-29;357
2054;-30;360
2046;-27;358
2045;-25;357
2047;-17;350
2045;-19;349
2047;-21;346
2047;-20;348
2046;-17;345
2050;-25;352
2051;-26;352
2051;-22;353
2054;-29;357
2054;-24;357
2056;-22;342
2054;-18;342
2050;-21;348
2054;-25;359
2051;-21;363
2041;-30;368
2045;-17;385
2079;-10;337
2092;-15;298
1992;-37;405
2059;-47;340
2045;-24;394
2064;-15;332
2046;-22;360
2044;-23;393
2058;-16;376
2056;-17;398
2065;-27;398
2057;-31;374
2036;-26;376
2033;-24;375
2028;-21;381
2032;-15;385
2035;-14;395
2046;-19;394
2049;-28;415
2055;-28;409
2061;-37;362
2031;-37;428
2047;-29;406
2047;-1;403
2052;-4;436
2046;-7;426
2038;-15;412
2030;-27;410
2038;-27;407
2042;-26;403
2026;-23;404
2028;-19;405
2025;-22;415
2036;-28;414
2039;-24;420
2040;-27;424
2035;-23;432
2037;-22;436
2040;-24;434
2040;-24;427
2035;-29;438
2027;-20;441
2031;-23;438
2023;-20;443
2010;-22;460
2031;-17;458
2048;-16;418
2059;-21;377
1978;-29;505
2036;-20;407
2032;-12;462
2037;-13;407
2025;-15;436
2042;-19;468
2053;-21;436
2028;-21;457
2028;-26;457
2022;-21;443
2014;-32;432
2016;-28;431
2025;-23;435
2028;-18;437
2024;-18;448
2048;-29;410
2005;-25;483
2053;-34;425
2030;-30;439
2023;-34;458
2039;-24;436
2030;-22;443
2034;-22;449
2042;-25;441
2034;-24;436
2033;-27;438
2033;-24;433
2029;-22;432
2035;-16;421
2039;-21;429
2037;-27;425
2035;-20;429
2042;-26;423
2037;-24;418
2041;-26;411
2032;-27;419
2042;-25;411
2030;-18;419
2018;-25;442
2025;-8;449
2052;-2;428
2073;-18;374
2014;-37;453
2031;-37;426
2050;-28;424
2057;-24;382
2033;-17;386
2028;-24;441
2063;-22;418
2052;-21;404
2040;-30;418
2044;-30;406
2034;-30;399
2025;-32;402
2026;-24;396
2042;-20;397
2035;-19;405
2048;-22;400
2043;-29;419
2040;-29;438
2061;-35;371
2035;-43;420
2037;-31;424
2046;-17;394
2036;-16;427
2053;-18;413
2054;-28;403
2040;-25;409
2050;-28;398
2042;-26;392
2037;-23;396
2033;-19;394
2036;-21;407
2042;-22;407
2044;-25;396
2040;-25;401
2039;-21;397
2041;-23;401
2040;-25;410
2033;-27;428
2021;-31;444
2050;-19;423
2075;-17;370
2009;-31;413
2016;-48;441
2050;-38;410
2033;-27;404
2052;-27;357
2034;-27;404
2058;-24;400
2054;-20;392
2052;-24;396
2046;-28;390
2038;-28;385
2023;-30;393
2037;-34;400
2058;-35;385
2050;-30;391
2048;-34;395
2061;-46;369
2037;-32;427
2067;-38;366
2037;-34;384
2033;-24;405
2045;-5;356
2029;-10;381
2036;-14;401
2037;-20;398
2036;-18;406
2039;-26;407
2053;-37;393
2045;-31;397
2044;-26;389
2040;-21;399
2043;-26;391
2042;-20;385
2042;-20;381
2042;-17;387
2048;-22;389
2040;-30;390
2037;-24;403
2058;-14;359
2071;-11;333
2006;-35;401
2049;-52;365
2034;-27;397
2061;-14;360
2055;-14;356
2040;-23;398
2058;-28;384
2056;-22;386
2050;-23;400
2056;-21;386
2038;-17;376
2029;-18;372
2038;-21;376
2045;-18;373
2047;-18;371
2051;-17;368
2059;-17;367
2047;-20;396
2063;-33;341
2020;-27;402
2043;-22;384
2045;-20;362
2034;-22;395
2057;-25;394
2055;-26;381
2043;-22;377
2052;-24;375
2045;-20;377
2037;-18;375
2038;-22;373
2048;-21;362
2041;-23;363
2046;-21;363
2048;-17;363
2046;-16;372
2034;-21;383
2043;-8;398
2077;-16;332
2062;-25;348
2009;-32;403
2062;-39;344
2038;-23;402
2056;-19;327
2037;-16;360
2046;-20;370
2053;-18;361
2052;-15;384
2059;-22;381
2054;-26;364
2043;-27;356
2039;-25;361
2042;-22;360
2054;-19;346
2039;-23;349
2059;-29;337
2038;-13;398
2077;-30;346
2043;-27;330
2027;-24;391
2048;-17;350
2042;-13;365
2047;-17;380
2054;-16;385
2051;-19;364
2041;-21;378
2044;-22;374
2050;-25;368
2049;-21;360
2047;-21;360
2044;-25;355
2047;-20;364
2047;-25;362
2042;-19;367
2028;-29;382
2052;-11;375
2088;-13;308
2025;-30;353
2037;-38;376
2047;-27;363
2048;-16;393
2056;-15;316
2042;-10;374
2053;-12;371
2055;-15;367
2050;-13;377
2064;-24;369
2051;-31;361
2038;-30;365
2048;-17;366
2044;-18;364
2047;-17;373
2049;-11;368
2050;-17;376
2053;-20;389
2070;-27;342
2043;-27;389
2048;-23;388
2049;-22;367
2042;-21;386
2052;-20;390
2054;-16;391
2042;-24;397
2042;-26;397
2053;-31;388
2051;-15;384
2045;-14;374
2033;-11;398
2043;-11;400
2044;-18;390
2028;-25;408
2024;-29;424
2068;-11;371
2083;-16;332
2003;-31;428
2045;-35;376
2028;-28;429
2054;-13;384
2044;-8;365
2036;-29;422
2051;-27;419
2048;-22;410
2039;-23;424
2050;-21;414
2035;-25;414
2028;-18;404
2025;-21;414
2031;-24;414
2032;-15;411
2055;-27;394
2013;-17;459
2046;-28;396
2042;-27;421
2027;-32;445
2044;-24;414
2029;-18;436
2039;-21;440
2038;-24;438
2035;-24;440
2033;-28;439
2041;-30;427
2036;-20;418
2027;-22;416
2025;-22;420
2030;-24;423
2028;-29;427
2019;-29;447
2032;-22;447
2052;-10;410
2067;-6;358
1982;-40;472
2046;-32;416
2036;-19;444
2046;-15;385
2030;-21;426
2031;-24;454
2056;-26;426
2042;-24;435
2038;-21;442
2024;-23;419
2022;-21;421
2022;-22;425
2024;-27;418
2033;-14;422
2049;-22;417
2031;-28;445
2044;-26;426
2044;-30;396
2028;-31;442
2039;-26;427
2030;-22;435
2035;-19;439
2048;-21;427
2037;-25;422
2033;-32;421
2036;-29;427
2039;-31;419
2039;-25;412
2041;-20;405
2039;-21;406
2034;-22;412
2039;-22;416
2014;-20;425
2016;-13;453
2071;-14;385
2059;-14;373
2006;-40;457
2056;-42;388
2021;-24;466
2070;-13;357
2038;-17;416
2042;-28;439
2059;-26;418
2043;-24;425
2044;-25;417
2036;-32;401
2022;-24;401
2015;-29;392
2030;-30;405
2044;-31;399
2050;-29;406
2046;-35;407
2033;-23;431
2058;-24;367
2040;-36;407
2038;-30;418
2035;-19;392
2032;-21;426
2040;-16;429
2035;-24;428
2034;-24;429
2040;-17;430
2041;-15;427
2045;-12;419
2034;-13;405
2032;-16;404
2030;-18;404
2037;-22;403
2034;-27;403
2025;-39;418
2039;-22;439
2091;-35;353
2034;-35;387
2001;-56;430
2050;-54;383
2032;-26;433
2057;-22;345
2057;-24;394
2044;-29;420
2047;-30;411
2046;-23;421
2051;-28;410
2054;-28;388
2037;-26;381
2030;-26;387
2039;-20;393
2041;-14;389
2041;-27;388
2056;-27;381
2030;-12;419
2061;-26;350
2029;-29;409
2037;-32;413
2062;-30;378
2045;-24;392
2045;-26;399
2051;-26;385
2047;-24;384
2046;-24;378
2045;-21;385
2045;-25;380
2044;-19;373
2044;-21;374
2052;-27;373
2049;-26;373
2048;-24;379
2046;-26;383
2040;-26;388
2027;-28;403
2041;-7;413
2089;-10;313
2048;-28;344
2021;-51;385
2037;-40;393
2054;-26;381
2046;-24;336
2044;-22;385
2049;-24;376
2045;-22;389
2054;-23;391
2063;-31;375
2047;-29;358
2036;-26;355
2034;-24;356
2040;-24;358
2050;-23;357
2049;-23;358
2050;-19;385
2051;-19;382
2065;-34;328
2026;-28;399
2051;-27;358
2048;-23;351
2041;-23;384
2062;-28;367
2054;-31;366
2059;-29;361
2053;-29;355
2048;-28;360
2048;-25;360
2045;-28;351
2044;-24;354
2044;-24;350
2049;-26;353
2051;-23;354
2055;-23;344
2049;-25;349
2052;-25;352
2053;-21;360
2036;-24;372
2034;-11;399
2084;-25;312
2080;-21;292
1985;-39;400
2064;-51;346
2043;-25;401
2061;-20;308
2048;-17;362
2050;-18;365
2049;-21;359
2050;-24;382
2072;-34;360
2058;-32;356
2039;-27;353
2037;-22;358
2047;-19;361
2052;-18;357
2047;-20;358
2046;-23;370
2046;-28;375
2063;-33;329
2030;-30;400
2051;-28;372
2055;-21;364
2042;-24;382
2056;-27;390
2052;-26;380
2047;-26;376
2047;-23;376
2046;-31;378
2051;-30;372
2040;-27;380
2039;-20;381
2039;-21;379
2036;-23;386
2041;-26;388
2043;-26;396
2046;-26;391
2053;-29;386
2048;-27;381
2044;-22;400
2036;-26;400
2037;-27;410
2030;-32;414
2024;-29;435
2052;-11;400
2092;-18;327
1996;-28;416
2024;-53;399
2033;-33;416
2045;-12;386
2051;-15;383
2034;-27;438
2051;-29;426
2042;-31;433
2048;-28;441
2043;-29;423
2021;-28;418
2021;-24;410
2015;-26;408
2027;-20;414
2029;-22;425
2048;-29;415
2038;-30;456
2051;-34;399
2033;-37;438
2030;-32;447
2039;-25;423
2029;-24;439
2034;-28;443
2034;-34;440
2023;-28;439
2035;-33;434
2033;-32;431
2028;-32;422
2024;-24;422
2039;-28;418
2034;-27;423
2028;-24;429
2029;-27;433
2042;-25;422
2038;-25;414
2038;-28;423
2036;-31;428
2038;-31;430
2024;-26;442
2018;-25;449
2047;-18;422
2076;-25;372
2042;-39;388
1998;-32;441
2041;-36;435
2058;-26;400
2040;-19;377
2031;-24;440
2054;-33;437
2058;-23;410
2042;-27;439
2041;-32;431
2027;-28;415
2022;-25;416
2036;-23;403
2030;-21;408
2034;-18;416
2042;-35;395
2011;-22;458
2055;-38;418
2044;-44;404
2025;-35;441
2055;-29;414
2045;-24;413
2043;-22;432
2045;-31;414
2033;-27;418
2036;-25;417
2038;-27;419
2045;-15;410
2047;-11;402
2035;-9;402
2026;-8;400
2031;-8;401
2044;-16;408
2048;-21;411
2047;-28;403
2045;-30;385
2039;-26;394
2044;-23;410
2042;-33;409
2029;-43;423
2018;-42;448
2048;-23;404
2076;-32;352
2012;-46;415
2017;-49;421
2051;-38;415
2055;-21;386
2048;-20;369
2025;-18;431
2041;-15;407
2037;-18;407
2049;-24;406
2051;-20;397
2043;-13;386
2044;-3;374
2034;2;388
2033;-4;389
2043;-9;381
2054;-27;372
2051;-25;398
2053;-22;399
2063;-26;345
2030;-17;414
2051;-12;391
2040;-4;376
2043;-9;388
2045;-15;385
2050;-18;387
2049;-19;384
2047;-21;383
2043;-16;380
2042;-22;369
2046;-16;379
2046;-11;374
2043;-14;368
2033;-13;383
2045;-13;382
2048;-16;366
2054;-18;357
2054;-6;359
2048;-11;373
2046;-9;368
2037;-22;381
2032;-11;397
2067;-3;355
2089;-3;314
2014;-29;381
2051;-45;364
2042;-17;399
2059;-13;347
2052;-17;341
2045;-15;391
2055;-12;369
2053;-11;373
2054;-15;381
2055;-16;365
2037;-16;369
2040;-15;366
2042;-8;366
2044;-7;365
2049;-5;370
2052;-10;357
2048;-10;391
2054;-22;382
2066;-23;344
2032;-17;410
2064;-11;368
2041;-15;381
2040;-18;395
2061;-23;393
2051;-19;393
2050;-21;391
2050;-14;392
2050;-8;387
2037;-8;386
2040;-10;390
2038;-15;391
2041;-8;394
2036;-10;400
2038;-14;400
2039;-9;412
2037;-22;416
2044;-22;402
2045;-17;389
2043;-16;400
2038;-15;406
2035;-13;410
2018;-21;430
2026;-16;439
2056;-2;409
2085;-14;341
2000;-24;440
2038;-34;398
2021;-16;417
2036;-4;393
2040;-12;403
2025;-22;447
2053;-18;430
2038;-22;446
2048;-24;452
2048;-16;441
2021;-11;434
2025;-15;418
2018;-13;420
2026;-11;421
2024;-19;439
2045;-23;413
2015;-20;470
2046;-22;440
2052;-16;402
2015;-21;462
2043;-14;437
2032;-14;436
2041;-11;455
2025;-17;459
2030;-22;444
2025;-21;449
2021;-16;445
2026;-16;434
2029;-17;437
2026;-16;430
2033;-13;432
2033;-20;443
2034;-14;444
2029;-18;435
2035;-20;427
2036;-19;434
2034;-20;441
2031;-19;438
2032;-9;450
2013;-19;469
2043;-11;451
2050;-13;417
2051;-17;383
1977;-29;488
2052;-27;409
2032;-12;442
2056;-12;379
2018;-12;441
2034;-20;458
2067;-14;422
2045;-20;433
2038;-19;440
2041;-24;421
2026;-14;423
2027;-15;417
2031;-17;420
2027;-9;424
2035;-9;423
2057;-25;398
2016;-16;469
2063;-28;392
2039;-22;419
2030;-27;444
2048;-21;412
2037;-13;429
2045;-12;435
2049;-6;430
2044;-18;420
2043;-22;420
2042;-26;418
2039;-17;415
2029;-9;409
2022;-6;413
2021;-7;419
2021;-5;425
2020;3;430
2024;-5;439
2035;-16;436
2045;-28;430
2038;-22;436
2040;-14;435
2031;-19;436
2024;-34;448
2041;-24;441
2064;-24;397
2063;-27;364
2008;-47;443
2049;-38;390
2035;-22;416
2046;-10;366
2038;-17;402
2047;-21;428
2059;-17;407
2052;-20;418
2050;-22;418
2045;-22;400
2018;-18;408
2023;-13;413
2037;-17;406
2040;-9;405
2041;-10;406
2052;-19;384
2026;-14;435
2048;-24;411
2043;-35;378
2024;-28;441
2048;-21;392
2041;-12;394
2032;-22;414
2050;-31;410
2042;-27;400
2047;-25;403
2041;-29;400
